Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-05,
Sample Interval,2e-07,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,0.5
Label,,
TIME,CH1,CH2
-4.440e-05,-0.04,-0.03
-4.420e-05,0,-0.03
-4.400e-05,0.04,0.03
-4.380e-05,-0.08,0.01
-4.360e-05,-0.04,0.01
-4.340e-05,0,-0.01
-4.320e-05,0.04,0.01
-4.300e-05,0,0.01
-4.280e-05,0.08,0.01
-4.260e-05,0.04,0.03
-4.240e-05,-0.08,0.01
-4.220e-05,-0.08,-0.01
-4.200e-05,0,0.01
-4.180e-05,-0.04,-0.01
-4.160e-05,0,-0.01
-4.140e-05,-0.04,0.01
-4.120e-05,0,0.05
-4.100e-05,0,-0.01
-4.080e-05,-0.04,0.03
-4.060e-05,0,-0.01
-4.040e-05,0,0.01
-4.020e-05,0.04,0.01
-4.000e-05,0,0.03
-3.980e-05,-0.04,0.01
-3.960e-05,0,-0.01
-3.940e-05,0,0.01
-3.920e-05,0.04,0.03
-3.900e-05,0,-0.01
-3.880e-05,-0.04,0.01
-3.860e-05,0.04,0.01
-3.840e-05,-0.04,0.03
-3.820e-05,0.04,-0.01
-3.800e-05,0.04,-0.03
-3.780e-05,0,0.01
-3.760e-05,0,-0.01
-3.740e-05,-0.04,-0.01
-3.720e-05,0,-0.01
-3.700e-05,0,-0.03
-3.680e-05,0.04,-0.01
-3.660e-05,-0.08,-0.01
-3.640e-05,-0.04,-0.01
-3.620e-05,0,-0.07
-3.600e-05,-0.04,-0.03
-3.580e-05,0,0.01
-3.560e-05,-0.04,0.01
-3.540e-05,0,-0.01
-3.520e-05,-0.08,0.01
-3.500e-05,-0.08,-0.03
-3.480e-05,0,-0.07
-3.460e-05,0,-0.01
-3.440e-05,0.04,0.01
-3.420e-05,0,-0.01
-3.400e-05,0.04,0.01
-3.380e-05,-0.04,0.01
-3.360e-05,0,-0.05
-3.340e-05,-0.04,0.01
-3.320e-05,-0.08,-0.03
-3.300e-05,-0.04,-0.01
-3.280e-05,-0.08,0.05
-3.260e-05,0,0.01
-3.240e-05,0.04,-0.03
-3.220e-05,0.04,0.01
-3.200e-05,0,0.01
-3.180e-05,0,0.01
-3.160e-05,0,0.03
-3.140e-05,-0.08,0.03
-3.120e-05,0.04,0.01
-3.100e-05,-0.04,0.03
-3.080e-05,0.04,-0.01
-3.060e-05,0,-0.01
-3.040e-05,0,-0.01
-3.020e-05,0.04,0.03
-3.000e-05,-0.04,0.01
-2.980e-05,0,0.01
-2.960e-05,0.08,0.01
-2.940e-05,0,0.01
-2.920e-05,0.08,0.03
-2.900e-05,0,-0.01
-2.880e-05,0.04,0.05
-2.860e-05,0,0.03
-2.840e-05,-0.04,0.05
-2.820e-05,0.08,0.03
-2.800e-05,0,0.01
-2.780e-05,0,0.01
-2.760e-05,0.04,-0.03
-2.740e-05,0.04,0.01
-2.720e-05,0,0.03
-2.700e-05,-0.08,0.01
-2.680e-05,0.04,0.01
-2.660e-05,0,-0.01
