Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-06,
Sample Interval,1e-08,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.5
Label,,
TIME,CH1,CH2
-2.980e-06,0.02,0
-2.970e-06,0.02,0
-2.960e-06,0,0.06
-2.950e-06,0.02,0.02
-2.940e-06,0,0
-2.930e-06,0.02,0.04
-2.920e-06,0.02,0
-2.910e-06,0.04,0.02
-2.900e-06,0,0.06
-2.890e-06,0.04,0.02
-2.880e-06,0.04,0.02
-2.870e-06,0,0.04
-2.860e-06,0.04,0.06
-2.850e-06,0.04,0
-2.840e-06,0.04,-0.02
-2.830e-06,0.02,0.02
-2.820e-06,0.02,0
-2.810e-06,0.02,0.02
-2.800e-06,0.04,-0.02
-2.790e-06,-0.02,0.02
-2.780e-06,0,0
-2.770e-06,-0.02,0.02
-2.760e-06,0,0
-2.750e-06,0,-0.02
-2.740e-06,0,0.02
-2.730e-06,0,0
-2.720e-06,0,0
-2.710e-06,0.02,0.02
-2.700e-06,-0.02,0.02
-2.690e-06,0,0.04
-2.680e-06,0,0.02
-2.670e-06,0.02,0.04
-2.660e-06,0.04,0.02
-2.650e-06,-0.02,0.02
-2.640e-06,0.02,0
-2.630e-06,0.02,-0.02
-2.620e-06,0,0
-2.610e-06,0.02,-0.02
-2.600e-06,0,-0.02
-2.590e-06,0.04,0
-2.580e-06,0,0
-2.570e-06,0,0
-2.560e-06,-0.04,0
-2.550e-06,0,-0.02
-2.540e-06,0,0
-2.530e-06,0.02,0
-2.520e-06,0,0
-2.510e-06,0,-0.04
-2.500e-06,0.02,-0.02
-2.490e-06,0.04,0
-2.480e-06,0.04,-0.02
-2.470e-06,0.02,0
-2.460e-06,0.02,0
-2.450e-06,0,0.04
-2.440e-06,0,0
-2.430e-06,0.02,0.02
-2.420e-06,0,-0.04
-2.410e-06,0.02,-0.02
-2.400e-06,0.02,-0.02
-2.390e-06,0,-0.02
-2.380e-06,0,0
-2.370e-06,0,0.02
-2.360e-06,0.04,0.02
-2.350e-06,0.02,0.02
-2.340e-06,0.02,0
-2.330e-06,0.02,0.02
-2.320e-06,0.04,0.02
-2.310e-06,0.02,0.04
-2.300e-06,0,0.02
-2.290e-06,0.02,0.04
-2.280e-06,0.02,0.02
-2.270e-06,0.02,0.06
-2.260e-06,0.04,0
-2.250e-06,0.02,0.02
-2.240e-06,0,0.02
-2.230e-06,0,0.02
-2.220e-06,0.02,0
-2.210e-06,0,0
-2.200e-06,0,0
-2.190e-06,0,0.02
-2.180e-06,0,-0.02
-2.170e-06,0.04,-0.02
-2.160e-06,0,-0.02
-2.150e-06,0.02,0
-2.140e-06,0,-0.02
-2.130e-06,0,0.04
-2.120e-06,0,0.02
-2.110e-06,0.04,0
-2.100e-06,0,0.02
-2.090e-06,0.04,0.04
-2.080e-06,0.04,0.02
-2.070e-06,0.02,0.08
-2.060e-06,0,0.06
-2.050e-06,0.04,-0.02
-2.040e-06,0.02,-0.04
-2.030e-06,0,-0.06
-2.020e-06,0,0
-2.010e-06,0.04,0
-2.000e-06,0,0.06
-1.990e-06,0.06,0.02
-1.980e-06,0.06,0.02
-1.970e-06,0.04,0.04
-1.960e-06,0.1,0
-1.950e-06,0.1,0.04
-1.940e-06,0.04,0.04
-1.930e-06,0.06,0
-1.920e-06,0.08,0.04
-1.910e-06,0.1,0.04
-1.900e-06,0.1,0.06
-1.890e-06,0.12,0.08
-1.880e-06,0.1,0.04
-1.870e-06,0.1,0.08
-1.860e-06,0.1,0.02
-1.850e-06,0.06,0.06
-1.840e-06,0.1,0.08
-1.830e-06,0.08,0.06
-1.820e-06,0.1,0.04
-1.810e-06,0.14,0.02
-1.800e-06,0.12,0.02
-1.790e-06,0.12,0.06
-1.780e-06,0.12,0.08
-1.770e-06,0.16,0.06
-1.760e-06,0.14,0.06
-1.750e-06,0.12,0.04
-1.740e-06,0.16,0.02
-1.730e-06,0.16,0.06
-1.720e-06,0.16,0.08
-1.710e-06,0.16,0.12
-1.700e-06,0.14,0.04
-1.690e-06,0.18,0.1
-1.680e-06,0.2,0.08
-1.670e-06,0.16,0.1
-1.660e-06,0.16,0.04
-1.650e-06,0.14,0.1
-1.640e-06,0.16,0.08
-1.630e-06,0.14,0.08
-1.620e-06,0.18,0.08
-1.610e-06,0.16,0.08
-1.600e-06,0.18,0.08
-1.590e-06,0.2,0.1
-1.580e-06,0.2,0.06
-1.570e-06,0.18,0.1
-1.560e-06,0.2,0.08
-1.550e-06,0.2,0.1
-1.540e-06,0.22,0.14
-1.530e-06,0.18,0.08
-1.520e-06,0.2,0.1
-1.510e-06,0.2,0.08
-1.500e-06,0.22,0.08
-1.490e-06,0.18,0.12
-1.480e-06,0.24,0.08
-1.470e-06,0.24,0.12
-1.460e-06,0.2,0.12
-1.450e-06,0.24,0.12
-1.440e-06,0.2,0.1
-1.430e-06,0.24,0.12
-1.420e-06,0.24,0.1
-1.410e-06,0.24,0.12
-1.400e-06,0.24,0.08
-1.390e-06,0.24,0.12
-1.380e-06,0.24,0.1
-1.370e-06,0.24,0.08
-1.360e-06,0.28,0.12
-1.350e-06,0.26,0.1
-1.340e-06,0.26,0.14
-1.330e-06,0.3,0.12
-1.320e-06,0.28,0.14
-1.310e-06,0.26,0.1
-1.300e-06,0.28,0.14
-1.290e-06,0.26,0.14
-1.280e-06,0.3,0.14
-1.270e-06,0.3,0.16
-1.260e-06,0.3,0.12
-1.250e-06,0.3,0.14
-1.240e-06,0.28,0.12
-1.230e-06,0.3,0.1
-1.220e-06,0.28,0.12
-1.210e-06,0.32,0.12
-1.200e-06,0.28,0.12
-1.190e-06,0.3,0.16
-1.180e-06,0.3,0.14
-1.170e-06,0.32,0.16
-1.160e-06,0.28,0.12
-1.150e-06,0.32,0.16
-1.140e-06,0.32,0.18
-1.130e-06,0.3,0.18
-1.120e-06,0.28,0.18
-1.110e-06,0.3,0.18
-1.100e-06,0.3,0.18
-1.090e-06,0.3,0.16
-1.080e-06,0.32,0.16
-1.070e-06,0.3,0.14
-1.060e-06,0.3,0.14
-1.050e-06,0.28,0.14
-1.040e-06,0.32,0.16
-1.030e-06,0.28,0.14
-1.020e-06,0.3,0.18
-1.010e-06,0.32,0.16
-1.000e-06,0.28,0.16
-9.900e-07,0.3,0.16
-9.800e-07,0.34,0.16
-9.700e-07,0.3,0.16
-9.600e-07,0.28,0.12
-9.500e-07,0.28,0.14
-9.400e-07,0.32,0.14
-9.300e-07,0.3,0.14
-9.200e-07,0.3,0.16
-9.100e-07,0.32,0.18
-9.000e-07,0.3,0.16
-8.900e-07,0.3,0.18
-8.800e-07,0.3,0.2
-8.700e-07,0.32,0.2
-8.600e-07,0.32,0.14
-8.500e-07,0.28,0.16
-8.400e-07,0.3,0.16
-8.300e-07,0.32,0.14
-8.200e-07,0.3,0.16
-8.100e-07,0.32,0.14
-8.000e-07,0.3,0.14
-7.900e-07,0.32,0.16
-7.800e-07,0.32,0.12
-7.700e-07,0.32,0.16
-7.600e-07,0.32,0.14
-7.500e-07,0.28,0.16
-7.400e-07,0.26,0.14
-7.300e-07,0.3,0.14
-7.200e-07,0.3,0.2
-7.100e-07,0.3,0.14
