Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,4e-07
Sample Interval,4e-09
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Label,
TIME,CH2
-1.360e-06,0.004
-1.356e-06,0.02
-1.352e-06,-0.02
-1.348e-06,0.02
-1.344e-06,0.012
-1.340e-06,0.004
-1.336e-06,0.02
-1.332e-06,0.004
-1.328e-06,0.004
-1.324e-06,0.02
-1.320e-06,-0.004
-1.316e-06,0.004
-1.312e-06,-0.004
-1.308e-06,-0.012
-1.304e-06,-0.004
-1.300e-06,-0.004
-1.296e-06,-0.012
-1.292e-06,0.004
-1.288e-06,-0.004
-1.284e-06,0.004
-1.280e-06,-0.02
-1.276e-06,-0.012
-1.272e-06,0.012
-1.268e-06,-0.012
-1.264e-06,0.004
-1.260e-06,-0.004
-1.256e-06,-0.004
-1.252e-06,-0.012
-1.248e-06,-0.028
-1.244e-06,-0.004
-1.240e-06,0.004
-1.236e-06,0.004
-1.232e-06,0.02
-1.228e-06,-0.004
-1.224e-06,0.012
-1.220e-06,0.02
-1.216e-06,-0.012
-1.212e-06,0.028
-1.208e-06,0.02
-1.204e-06,0.004
-1.200e-06,0.028
-1.196e-06,0.012
-1.192e-06,0.004
-1.188e-06,0.044
-1.184e-06,0.012
-1.180e-06,0.044
-1.176e-06,0.012
-1.172e-06,0.004
-1.168e-06,0.044
-1.164e-06,0.028
-1.160e-06,0.028
-1.156e-06,0.036
-1.152e-06,0.028
-1.148e-06,0.036
-1.144e-06,0.036
-1.140e-06,0.012
-1.136e-06,0.044
-1.132e-06,0.036
-1.128e-06,0.028
-1.124e-06,0.028
-1.120e-06,0.012
-1.116e-06,0.02
-1.112e-06,0.012
-1.108e-06,0.004
-1.104e-06,0.02
-1.100e-06,0.004
-1.096e-06,0.02
-1.092e-06,0.004
-1.088e-06,0.02
-1.084e-06,0.028
-1.080e-06,0.004
-1.076e-06,0.004
-1.072e-06,0.012
-1.068e-06,0.004
-1.064e-06,0.02
-1.060e-06,0.012
-1.056e-06,0.004
-1.052e-06,0.02
-1.048e-06,0.004
-1.044e-06,0.012
-1.040e-06,0.036
-1.036e-06,0.004
-1.032e-06,0.012
-1.028e-06,0.028
-1.024e-06,0.004
-1.020e-06,-0.004
-1.016e-06,0.004
-1.012e-06,0.004
-1.008e-06,0.02
-1.004e-06,0.012
-1.000e-06,0.02
-9.960e-07,0.012
-9.920e-07,0.004
-9.880e-07,0.004
-9.840e-07,0.012
-9.800e-07,0.004
-9.760e-07,0.004
-9.720e-07,-0.012
-9.680e-07,0.012
-9.640e-07,-0.004
-9.600e-07,0.02
-9.560e-07,0.02
-9.520e-07,0.004
-9.480e-07,0.012
-9.440e-07,-0.004
-9.400e-07,-0.004
-9.360e-07,0.012
-9.320e-07,-0.004
-9.280e-07,0.012
-9.240e-07,0.004
-9.200e-07,-0.004
-9.160e-07,0.02
-9.120e-07,-0.004
-9.080e-07,-0.012
-9.040e-07,0.012
-9.000e-07,-0.004
-8.960e-07,-0.012
-8.920e-07,0.004
-8.880e-07,-0.004
-8.840e-07,0.004
-8.800e-07,-0.004
-8.760e-07,0.004
-8.720e-07,0.004
-8.680e-07,-0.004
-8.640e-07,0.02
-8.600e-07,0.02
-8.560e-07,0.012
-8.520e-07,0.028
-8.480e-07,0.012
-8.440e-07,0.02
-8.400e-07,0.028
-8.360e-07,0.004
-8.320e-07,0.036
-8.280e-07,0.004
-8.240e-07,0.02
-8.200e-07,0.012
-8.160e-07,0.004
-8.120e-07,0.02
-8.080e-07,0.012
-8.040e-07,0.012
-8.000e-07,0.028
-7.960e-07,0.004
-7.920e-07,0.004
-7.880e-07,0.028
-7.840e-07,-0.012
-7.800e-07,0.02
-7.760e-07,0.02
-7.720e-07,0.012
-7.680e-07,0.012
-7.640e-07,0.02
-7.600e-07,0.004
-7.560e-07,0.012
-7.520e-07,0.004
-7.480e-07,0.02
-7.440e-07,0.004
-7.400e-07,-0.004
-7.360e-07,0.012
-7.320e-07,0.004
-7.280e-07,0.02
-7.240e-07,0.02
-7.200e-07,0.028
-7.160e-07,0.028
-7.120e-07,0.02
-7.080e-07,0.036
-7.040e-07,0.036
-7.000e-07,0.036
-6.960e-07,0.044
-6.920e-07,0.028
-6.880e-07,0.044
-6.840e-07,0.028
-6.800e-07,0.028
-6.760e-07,0.052
-6.720e-07,0.044
-6.680e-07,0.044
-6.640e-07,0.06
-6.600e-07,0.02
-6.560e-07,0.044
-6.520e-07,0.044
-6.480e-07,0.044
-6.440e-07,0.06
-6.400e-07,0.06
-6.360e-07,0.052
-6.320e-07,0.052
-6.280e-07,0.052
-6.240e-07,0.06
-6.200e-07,0.076
-6.160e-07,0.044
-6.120e-07,0.068
-6.080e-07,0.068
-6.040e-07,0.076
-6.000e-07,0.076
-5.960e-07,0.06
-5.920e-07,0.068
-5.880e-07,0.084
-5.840e-07,0.068
-5.800e-07,0.092
-5.760e-07,0.076
-5.720e-07,0.076
-5.680e-07,0.1
-5.640e-07,0.084
-5.600e-07,0.108
-5.560e-07,0.108
-5.520e-07,0.092
-5.480e-07,0.14
-5.440e-07,0.1
-5.400e-07,0.124
-5.360e-07,0.148
-5.320e-07,0.132
-5.280e-07,0.148
-5.240e-07,0.14
-5.200e-07,0.116
-5.160e-07,0.156
-5.120e-07,0.156
-5.080e-07,0.156
-5.040e-07,0.156
-5.000e-07,0.14
-4.960e-07,0.164
-4.920e-07,0.164
-4.880e-07,0.164
-4.840e-07,0.156
-4.800e-07,0.164
-4.760e-07,0.14
-4.720e-07,0.18
-4.680e-07,0.164
-4.640e-07,0.18
-4.600e-07,0.188
-4.560e-07,0.164
-4.520e-07,0.172
-4.480e-07,0.18
-4.440e-07,0.18
-4.400e-07,0.18
-4.360e-07,0.18
-4.320e-07,0.172
-4.280e-07,0.188
-4.240e-07,0.18
-4.200e-07,0.196
-4.160e-07,0.18
-4.120e-07,0.18
-4.080e-07,0.188
-4.040e-07,0.188
-4.000e-07,0.204
-3.960e-07,0.188
-3.920e-07,0.204
-3.880e-07,0.204
-3.840e-07,0.172
-3.800e-07,0.204
-3.760e-07,0.18
-3.720e-07,0.172
-3.680e-07,0.196
-3.640e-07,0.156
-3.600e-07,0.188
-3.560e-07,0.188
-3.520e-07,0.164
-3.480e-07,0.188
-3.440e-07,0.18
-3.400e-07,0.188
-3.360e-07,0.204
-3.320e-07,0.204
-3.280e-07,0.188
