Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,2e-07
Sample Interval,2e-09
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Label,
TIME,CH2
-6.480e-07,-0.01
-6.460e-07,-0.01
-6.440e-07,0.01
-6.420e-07,-0.01
-6.400e-07,-0.01
-6.380e-07,0.01
-6.360e-07,-0.01
-6.340e-07,-0.01
-6.320e-07,-0.03
-6.300e-07,0.01
-6.280e-07,-0.01
-6.260e-07,0.01
-6.240e-07,-0.03
-6.220e-07,0.01
-6.200e-07,-0.01
-6.180e-07,-0.01
-6.160e-07,-0.01
-6.140e-07,0.01
-6.120e-07,0.03
-6.100e-07,0.01
-6.080e-07,-0.03
-6.060e-07,0.01
-6.040e-07,-0.01
-6.020e-07,-0.01
-6.000e-07,-0.03
-5.980e-07,-0.03
-5.960e-07,0.01
-5.940e-07,0.01
-5.920e-07,0.03
-5.900e-07,-0.01
-5.880e-07,0.01
-5.860e-07,-0.01
-5.840e-07,-0.03
-5.820e-07,0.03
-5.800e-07,0.05
-5.780e-07,0.03
-5.760e-07,-0.01
-5.740e-07,-0.01
-5.720e-07,0.01
-5.700e-07,0.01
-5.680e-07,0.01
-5.660e-07,-0.01
-5.640e-07,-0.01
-5.620e-07,0.01
-5.600e-07,0.03
-5.580e-07,0.01
-5.560e-07,0.01
-5.540e-07,-0.01
-5.520e-07,0.01
-5.500e-07,0.03
-5.480e-07,0.03
-5.460e-07,0.03
-5.440e-07,-0.03
-5.420e-07,0.01
-5.400e-07,0.01
-5.380e-07,0.03
-5.360e-07,0.01
-5.340e-07,-0.01
-5.320e-07,0.03
-5.300e-07,-0.01
-5.280e-07,0.01
-5.260e-07,0.01
-5.240e-07,-0.01
-5.220e-07,0.03
-5.200e-07,0.05
-5.180e-07,0.05
-5.160e-07,0.05
-5.140e-07,0.01
-5.120e-07,-0.03
-5.100e-07,0.03
-5.080e-07,0.03
-5.060e-07,0.05
-5.040e-07,0.01
-5.020e-07,-0.01
-5.000e-07,0.01
-4.980e-07,0.01
-4.960e-07,0.05
-4.940e-07,-0.01
-4.920e-07,-0.05
-4.900e-07,-0.01
-4.880e-07,-0.01
-4.860e-07,0.03
-4.840e-07,-0.01
-4.820e-07,0.01
-4.800e-07,0.01
-4.780e-07,0.01
-4.760e-07,0.05
-4.740e-07,0.01
-4.720e-07,-0.01
-4.700e-07,-0.03
-4.680e-07,0.01
-4.660e-07,0.03
-4.640e-07,-0.01
-4.620e-07,-0.03
-4.600e-07,0.01
-4.580e-07,-0.01
-4.560e-07,-0.01
-4.540e-07,0.03
-4.520e-07,-0.01
-4.500e-07,-0.01
-4.480e-07,-0.01
-4.460e-07,0.01
-4.440e-07,0.01
-4.420e-07,0.09
-4.400e-07,0.05
-4.380e-07,0.01
-4.360e-07,0.05
-4.340e-07,0.07
-4.320e-07,0.03
-4.300e-07,0.05
-4.280e-07,0.03
-4.260e-07,0.05
-4.240e-07,0.05
-4.220e-07,0.13
-4.200e-07,0.09
-4.180e-07,0.11
-4.160e-07,0.13
-4.140e-07,0.13
-4.120e-07,0.11
-4.100e-07,0.17
-4.080e-07,0.15
-4.060e-07,0.15
-4.040e-07,0.17
-4.020e-07,0.17
-4.000e-07,0.15
-3.980e-07,0.15
-3.960e-07,0.15
-3.940e-07,0.19
-3.920e-07,0.19
-3.900e-07,0.19
-3.880e-07,0.21
-3.860e-07,0.19
-3.840e-07,0.23
-3.820e-07,0.23
-3.800e-07,0.23
-3.780e-07,0.21
-3.760e-07,0.19
-3.740e-07,0.21
-3.720e-07,0.19
-3.700e-07,0.25
-3.680e-07,0.21
-3.660e-07,0.23
-3.640e-07,0.19
-3.620e-07,0.21
-3.600e-07,0.23
-3.580e-07,0.21
-3.560e-07,0.23
-3.540e-07,0.23
-3.520e-07,0.21
-3.500e-07,0.25
-3.480e-07,0.25
-3.460e-07,0.25
-3.440e-07,0.27
-3.420e-07,0.25
-3.400e-07,0.29
-3.380e-07,0.27
-3.360e-07,0.29
-3.340e-07,0.29
-3.320e-07,0.29
-3.300e-07,0.31
-3.280e-07,0.33
-3.260e-07,0.31
-3.240e-07,0.35
-3.220e-07,0.31
-3.200e-07,0.31
-3.180e-07,0.37
-3.160e-07,0.37
-3.140e-07,0.37
-3.120e-07,0.37
-3.100e-07,0.37
-3.080e-07,0.37
-3.060e-07,0.39
-3.040e-07,0.39
-3.020e-07,0.37
-3.000e-07,0.39
-2.980e-07,0.41
-2.960e-07,0.41
-2.940e-07,0.43
-2.920e-07,0.41
-2.900e-07,0.41
-2.880e-07,0.45
-2.860e-07,0.43
-2.840e-07,0.43
-2.820e-07,0.47
-2.800e-07,0.45
-2.780e-07,0.47
-2.760e-07,0.45
-2.740e-07,0.49
-2.720e-07,0.47
-2.700e-07,0.49
-2.680e-07,0.47
-2.660e-07,0.49
-2.640e-07,0.47
-2.620e-07,0.51
-2.600e-07,0.51
-2.580e-07,0.51
-2.560e-07,0.55
-2.540e-07,0.53
-2.520e-07,0.55
-2.500e-07,0.53
-2.480e-07,0.53
-2.460e-07,0.55
-2.440e-07,0.53
-2.420e-07,0.57
-2.400e-07,0.57
-2.380e-07,0.55
-2.360e-07,0.57
-2.340e-07,0.59
-2.320e-07,0.55
-2.300e-07,0.55
-2.280e-07,0.55
-2.260e-07,0.59
-2.240e-07,0.57
-2.220e-07,0.51
-2.200e-07,0.55
-2.180e-07,0.55
-2.160e-07,0.55
-2.140e-07,0.57
-2.120e-07,0.55
-2.100e-07,0.51
-2.080e-07,0.55
-2.060e-07,0.51
-2.040e-07,0.51
-2.020e-07,0.57
-2.000e-07,0.51
-1.980e-07,0.53
-1.960e-07,0.51
-1.940e-07,0.53
-1.920e-07,0.57
-1.900e-07,0.53
-1.880e-07,0.51
-1.860e-07,0.53
-1.840e-07,0.57
-1.820e-07,0.57
-1.800e-07,0.57
-1.780e-07,0.57
-1.760e-07,0.57
-1.740e-07,0.57
-1.720e-07,0.59
-1.700e-07,0.59
-1.680e-07,0.55
-1.660e-07,0.57
-1.640e-07,0.57
-1.620e-07,0.57
-1.600e-07,0.57
-1.580e-07,0.59
-1.560e-07,0.57
-1.540e-07,0.57
-1.520e-07,0.59
-1.500e-07,0.57
-1.480e-07,0.55
-1.460e-07,0.57
-1.440e-07,0.59
-1.420e-07,0.57
-1.400e-07,0.57
-1.380e-07,0.57
-1.360e-07,0.57
-1.340e-07,0.59
